title	geo_accession	status	submission_date	last_update_date	type	channel_count	source_name_ch1	organism_ch1	characteristics_ch1	characteristics_ch1.1	characteristics_ch1.2	treatment_protocol_ch1	molecule_ch1	extract_protocol_ch1	label_ch1	label_protocol_ch1	taxid_ch1	hyb_protocol	scan_protocol	description	data_processing	platform_id	contact_name	contact_email	contact_institute	contact_address	contact_city	contact_zip/postal_code	contact_country	supplementary_file	data_row_count	sample day:ch1	subject id:ch1	tissue:ch1	series_id
PBMC, Day 44, PID 14	GSM2738029	Public on Mar 19 2018	Aug 09 2017	Mar 19 2018	RNA	1	PBMC samples from subject 14 at Day 44	Homo sapiens	tissue: Peripheral Blood Mononuclear Cells (PBMC)	subject id: 14	sample day: D44	PBMC were thawed in RPMI medium, centrifuged and resuspended in RLT buffer (106 cells/350µl of lysis buffer - Qiagen).	total RNA	Total RNA was isolated by RNeasy™ Minikit (Qiagen) according to the manufacturer’s protocol. A DNAse treatment was applied on the RNeasy column to avoid genomic DNA contamination. RNA was quantified by Nanodrop DO.	biotin	Biotinylated cDNA were prepared according to NuGen Ovation RNA amplification system V2 (+ Ovation WB reagent) protocol from 50ng total RNA	9606	After fragmentation, 3.75 ug of cDNA were hybridized for 16 hr at 45C on GeneChip_ Human Genome U133 Plus 2.0 arrays following standard procedures.	Data acquisition was performed using GeneChip Operating Software (Affymetrix).	PBMC sample, 14 days after 2nd vaccination	The data were analyzed with R/Bioconductor using GCRMA as summarization/normalization method	GPL570	Laurane,,De Mot	laurane.demot@gmail.com	GSK Vaccines	Rue de l'Institut 89	Rixensart	1330	Belgium	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2738nnn/GSM2738029/suppl/GSM2738029_TB019_14_A_D44_02052013_HG-U133_Plus_2_.CEL.gz	54675	D44	14	Peripheral Blood Mononuclear Cells (PBMC)	GSE102459
PBMC, Day 0, PID 18	GSM2738030	Public on Mar 19 2018	Aug 09 2017	Mar 19 2018	RNA	1	PBMC samples from subject 18 at Day 0	Homo sapiens	tissue: Peripheral Blood Mononuclear Cells (PBMC)	subject id: 18	sample day: D0	PBMC were thawed in RPMI medium, centrifuged and resuspended in RLT buffer (106 cells/350µl of lysis buffer - Qiagen).	total RNA	Total RNA was isolated by RNeasy™ Minikit (Qiagen) according to the manufacturer’s protocol. A DNAse treatment was applied on the RNeasy column to avoid genomic DNA contamination. RNA was quantified by Nanodrop DO.	biotin	Biotinylated cDNA were prepared according to NuGen Ovation RNA amplification system V2 (+ Ovation WB reagent) protocol from 50ng total RNA	9606	After fragmentation, 3.75 ug of cDNA were hybridized for 16 hr at 45C on GeneChip_ Human Genome U133 Plus 2.0 arrays following standard procedures.	Data acquisition was performed using GeneChip Operating Software (Affymetrix).	PBMC sample, Day of 1st vaccination, before vaccination	The data were analyzed with R/Bioconductor using GCRMA as summarization/normalization method	GPL570	Laurane,,De Mot	laurane.demot@gmail.com	GSK Vaccines	Rue de l'Institut 89	Rixensart	1330	Belgium	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2738nnn/GSM2738030/suppl/GSM2738030_TB019_18_A_D0_29042013_HG-U133_Plus_2_.CEL.gz	54675	D0	18	Peripheral Blood Mononuclear Cells (PBMC)	GSE102459
PBMC, Day 44, PID 18	GSM2738031	Public on Mar 19 2018	Aug 09 2017	Mar 19 2018	RNA	1	PBMC samples from subject 18 at Day 44	Homo sapiens	tissue: Peripheral Blood Mononuclear Cells (PBMC)	subject id: 18	sample day: D44	PBMC were thawed in RPMI medium, centrifuged and resuspended in RLT buffer (106 cells/350µl of lysis buffer - Qiagen).	total RNA	Total RNA was isolated by RNeasy™ Minikit (Qiagen) according to the manufacturer’s protocol. A DNAse treatment was applied on the RNeasy column to avoid genomic DNA contamination. RNA was quantified by Nanodrop DO.	biotin	Biotinylated cDNA were prepared according to NuGen Ovation RNA amplification system V2 (+ Ovation WB reagent) protocol from 50ng total RNA	9606	After fragmentation, 3.75 ug of cDNA were hybridized for 16 hr at 45C on GeneChip_ Human Genome U133 Plus 2.0 arrays following standard procedures.	Data acquisition was performed using GeneChip Operating Software (Affymetrix).	PBMC sample, 14 days after 2nd vaccination	The data were analyzed with R/Bioconductor using GCRMA as summarization/normalization method	GPL570	Laurane,,De Mot	laurane.demot@gmail.com	GSK Vaccines	Rue de l'Institut 89	Rixensart	1330	Belgium	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2738nnn/GSM2738031/suppl/GSM2738031_TB019_18_A_D44_29042013_HG-U133_Plus_2_.CEL.gz	54675	D44	18	Peripheral Blood Mononuclear Cells (PBMC)	GSE102459
PBMC, Day 31, PID 18	GSM2738032	Public on Mar 19 2018	Aug 09 2017	Mar 19 2018	RNA	1	PBMC samples from subject 18 at Day 31	Homo sapiens	tissue: Peripheral Blood Mononuclear Cells (PBMC)	subject id: 18	sample day: D31	PBMC were thawed in RPMI medium, centrifuged and resuspended in RLT buffer (106 cells/350µl of lysis buffer - Qiagen).	total RNA	Total RNA was isolated by RNeasy™ Minikit (Qiagen) according to the manufacturer’s protocol. A DNAse treatment was applied on the RNeasy column to avoid genomic DNA contamination. RNA was quantified by Nanodrop DO.	biotin	Biotinylated cDNA were prepared according to NuGen Ovation RNA amplification system V2 (+ Ovation WB reagent) protocol from 50ng total RNA	9606	After fragmentation, 3.75 ug of cDNA were hybridized for 16 hr at 45C on GeneChip_ Human Genome U133 Plus 2.0 arrays following standard procedures.	Data acquisition was performed using GeneChip Operating Software (Affymetrix).	PBMC sample, 1 day after 2nd vaccination	The data were analyzed with R/Bioconductor using GCRMA as summarization/normalization method	GPL570	Laurane,,De Mot	laurane.demot@gmail.com	GSK Vaccines	Rue de l'Institut 89	Rixensart	1330	Belgium	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2738nnn/GSM2738032/suppl/GSM2738032_TB019_18_B_D31_23052013_HG-U133_Plus_2_.CEL.gz	54675	D31	18	Peripheral Blood Mononuclear Cells (PBMC)	GSE102459
PBMC, Day 0, PID 10	GSM2738033	Public on Mar 19 2018	Aug 09 2017	Mar 19 2018	RNA	1	PBMC samples from subject 10 at Day 0	Homo sapiens	tissue: Peripheral Blood Mononuclear Cells (PBMC)	subject id: 10	sample day: D0	PBMC were thawed in RPMI medium, centrifuged and resuspended in RLT buffer (106 cells/350µl of lysis buffer - Qiagen).	total RNA	Total RNA was isolated by RNeasy™ Minikit (Qiagen) according to the manufacturer’s protocol. A DNAse treatment was applied on the RNeasy column to avoid genomic DNA contamination. RNA was quantified by Nanodrop DO.	biotin	Biotinylated cDNA were prepared according to NuGen Ovation RNA amplification system V2 (+ Ovation WB reagent) protocol from 50ng total RNA	9606	After fragmentation, 3.75 ug of cDNA were hybridized for 16 hr at 45C on GeneChip_ Human Genome U133 Plus 2.0 arrays following standard procedures.	Data acquisition was performed using GeneChip Operating Software (Affymetrix).	PBMC sample, Day of 1st vaccination, before vaccination	The data were analyzed with R/Bioconductor using GCRMA as summarization/normalization method	GPL570	Laurane,,De Mot	laurane.demot@gmail.com	GSK Vaccines	Rue de l'Institut 89	Rixensart	1330	Belgium	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2738nnn/GSM2738033/suppl/GSM2738033_TB019_10_A_D0_29042013_HG-U133_Plus_2_.CEL.gz	54675	D0	10	Peripheral Blood Mononuclear Cells (PBMC)	GSE102459
PBMC, Day 31, PID 10	GSM2738034	Public on Mar 19 2018	Aug 09 2017	Mar 19 2018	RNA	1	PBMC samples from subject 10 at Day 31	Homo sapiens	tissue: Peripheral Blood Mononuclear Cells (PBMC)	subject id: 10	sample day: D31	PBMC were thawed in RPMI medium, centrifuged and resuspended in RLT buffer (106 cells/350µl of lysis buffer - Qiagen).	total RNA	Total RNA was isolated by RNeasy™ Minikit (Qiagen) according to the manufacturer’s protocol. A DNAse treatment was applied on the RNeasy column to avoid genomic DNA contamination. RNA was quantified by Nanodrop DO.	biotin	Biotinylated cDNA were prepared according to NuGen Ovation RNA amplification system V2 (+ Ovation WB reagent) protocol from 50ng total RNA	9606	After fragmentation, 3.75 ug of cDNA were hybridized for 16 hr at 45C on GeneChip_ Human Genome U133 Plus 2.0 arrays following standard procedures.	Data acquisition was performed using GeneChip Operating Software (Affymetrix).	PBMC sample, 1 day after 2nd vaccination	The data were analyzed with R/Bioconductor using GCRMA as summarization/normalization method	GPL570	Laurane,,De Mot	laurane.demot@gmail.com	GSK Vaccines	Rue de l'Institut 89	Rixensart	1330	Belgium	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2738nnn/GSM2738034/suppl/GSM2738034_TB019_10_A_D31_29042013_HG-U133_Plus_2_.CEL.gz	54675	D31	10	Peripheral Blood Mononuclear Cells (PBMC)	GSE102459
PBMC, Day 44, PID 10	GSM2738035	Public on Mar 19 2018	Aug 09 2017	Mar 19 2018	RNA	1	PBMC samples from subject 10 at Day 44	Homo sapiens	tissue: Peripheral Blood Mononuclear Cells (PBMC)	subject id: 10	sample day: D44	PBMC were thawed in RPMI medium, centrifuged and resuspended in RLT buffer (106 cells/350µl of lysis buffer - Qiagen).	total RNA	Total RNA was isolated by RNeasy™ Minikit (Qiagen) according to the manufacturer’s protocol. A DNAse treatment was applied on the RNeasy column to avoid genomic DNA contamination. RNA was quantified by Nanodrop DO.	biotin	Biotinylated cDNA were prepared according to NuGen Ovation RNA amplification system V2 (+ Ovation WB reagent) protocol from 50ng total RNA	9606	After fragmentation, 3.75 ug of cDNA were hybridized for 16 hr at 45C on GeneChip_ Human Genome U133 Plus 2.0 arrays following standard procedures.	Data acquisition was performed using GeneChip Operating Software (Affymetrix).	PBMC sample, 14 days after 2nd vaccination	The data were analyzed with R/Bioconductor using GCRMA as summarization/normalization method	GPL570	Laurane,,De Mot	laurane.demot@gmail.com	GSK Vaccines	Rue de l'Institut 89	Rixensart	1330	Belgium	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2738nnn/GSM2738035/suppl/GSM2738035_TB019_10_A_D44_29042013_HG-U133_Plus_2_.CEL.gz	54675	D44	10	Peripheral Blood Mononuclear Cells (PBMC)	GSE102459
PBMC, Day 0, PID 4	GSM2738036	Public on Mar 19 2018	Aug 09 2017	Mar 19 2018	RNA	1	PBMC samples from subject 4 at Day 0	Homo sapiens	tissue: Peripheral Blood Mononuclear Cells (PBMC)	subject id: 4	sample day: D0	PBMC were thawed in RPMI medium, centrifuged and resuspended in RLT buffer (106 cells/350µl of lysis buffer - Qiagen).	total RNA	Total RNA was isolated by RNeasy™ Minikit (Qiagen) according to the manufacturer’s protocol. A DNAse treatment was applied on the RNeasy column to avoid genomic DNA contamination. RNA was quantified by Nanodrop DO.	biotin	Biotinylated cDNA were prepared according to NuGen Ovation RNA amplification system V2 (+ Ovation WB reagent) protocol from 50ng total RNA	9606	After fragmentation, 3.75 ug of cDNA were hybridized for 16 hr at 45C on GeneChip_ Human Genome U133 Plus 2.0 arrays following standard procedures.	Data acquisition was performed using GeneChip Operating Software (Affymetrix).	PBMC sample, Day of 1st vaccination, before vaccination	The data were analyzed with R/Bioconductor using GCRMA as summarization/normalization method	GPL570	Laurane,,De Mot	laurane.demot@gmail.com	GSK Vaccines	Rue de l'Institut 89	Rixensart	1330	Belgium	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2738nnn/GSM2738036/suppl/GSM2738036_TB019_4_A_D0_02052013_HG-U133_Plus_2_.CEL.gz	54675	D0	4	Peripheral Blood Mononuclear Cells (PBMC)	GSE102459
PBMC, Day 31, PID 4	GSM2738037	Public on Mar 19 2018	Aug 09 2017	Mar 19 2018	RNA	1	PBMC samples from subject 4 at Day 31	Homo sapiens	tissue: Peripheral Blood Mononuclear Cells (PBMC)	subject id: 4	sample day: D31	PBMC were thawed in RPMI medium, centrifuged and resuspended in RLT buffer (106 cells/350µl of lysis buffer - Qiagen).	total RNA	Total RNA was isolated by RNeasy™ Minikit (Qiagen) according to the manufacturer’s protocol. A DNAse treatment was applied on the RNeasy column to avoid genomic DNA contamination. RNA was quantified by Nanodrop DO.	biotin	Biotinylated cDNA were prepared according to NuGen Ovation RNA amplification system V2 (+ Ovation WB reagent) protocol from 50ng total RNA	9606	After fragmentation, 3.75 ug of cDNA were hybridized for 16 hr at 45C on GeneChip_ Human Genome U133 Plus 2.0 arrays following standard procedures.	Data acquisition was performed using GeneChip Operating Software (Affymetrix).	PBMC sample, 1 day after 2nd vaccination	The data were analyzed with R/Bioconductor using GCRMA as summarization/normalization method	GPL570	Laurane,,De Mot	laurane.demot@gmail.com	GSK Vaccines	Rue de l'Institut 89	Rixensart	1330	Belgium	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2738nnn/GSM2738037/suppl/GSM2738037_TB019_4_A_D31_02052013_HG-U133_Plus_2_.CEL.gz	54675	D31	4	Peripheral Blood Mononuclear Cells (PBMC)	GSE102459
PBMC, Day 44, PID 4	GSM2738038	Public on Mar 19 2018	Aug 09 2017	Mar 19 2018	RNA	1	PBMC samples from subject 4 at Day 44	Homo sapiens	tissue: Peripheral Blood Mononuclear Cells (PBMC)	subject id: 4	sample day: D44	PBMC were thawed in RPMI medium, centrifuged and resuspended in RLT buffer (106 cells/350µl of lysis buffer - Qiagen).	total RNA	Total RNA was isolated by RNeasy™ Minikit (Qiagen) according to the manufacturer’s protocol. A DNAse treatment was applied on the RNeasy column to avoid genomic DNA contamination. RNA was quantified by Nanodrop DO.	biotin	Biotinylated cDNA were prepared according to NuGen Ovation RNA amplification system V2 (+ Ovation WB reagent) protocol from 50ng total RNA	9606	After fragmentation, 3.75 ug of cDNA were hybridized for 16 hr at 45C on GeneChip_ Human Genome U133 Plus 2.0 arrays following standard procedures.	Data acquisition was performed using GeneChip Operating Software (Affymetrix).	PBMC sample, 14 days after 2nd vaccination	The data were analyzed with R/Bioconductor using GCRMA as summarization/normalization method	GPL570	Laurane,,De Mot	laurane.demot@gmail.com	GSK Vaccines	Rue de l'Institut 89	Rixensart	1330	Belgium	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2738nnn/GSM2738038/suppl/GSM2738038_TB019_4_B_D44_23052013_HG-U133_Plus_2_.CEL.gz	54675	D44	4	Peripheral Blood Mononuclear Cells (PBMC)	GSE102459
PBMC, Day 0, PID 12	GSM2738039	Public on Mar 19 2018	Aug 09 2017	Mar 19 2018	RNA	1	PBMC samples from subject 12 at Day 0	Homo sapiens	tissue: Peripheral Blood Mononuclear Cells (PBMC)	subject id: 12	sample day: D0	PBMC were thawed in RPMI medium, centrifuged and resuspended in RLT buffer (106 cells/350µl of lysis buffer - Qiagen).	total RNA	Total RNA was isolated by RNeasy™ Minikit (Qiagen) according to the manufacturer’s protocol. A DNAse treatment was applied on the RNeasy column to avoid genomic DNA contamination. RNA was quantified by Nanodrop DO.	biotin	Biotinylated cDNA were prepared according to NuGen Ovation RNA amplification system V2 (+ Ovation WB reagent) protocol from 50ng total RNA	9606	After fragmentation, 3.75 ug of cDNA were hybridized for 16 hr at 45C on GeneChip_ Human Genome U133 Plus 2.0 arrays following standard procedures.	Data acquisition was performed using GeneChip Operating Software (Affymetrix).	PBMC sample, Day of 1st vaccination, before vaccination	The data were analyzed with R/Bioconductor using GCRMA as summarization/normalization method	GPL570	Laurane,,De Mot	laurane.demot@gmail.com	GSK Vaccines	Rue de l'Institut 89	Rixensart	1330	Belgium	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2738nnn/GSM2738039/suppl/GSM2738039_TB019_12_A_D0_29042013_HG-U133_Plus_2_.CEL.gz	54675	D0	12	Peripheral Blood Mononuclear Cells (PBMC)	GSE102459
PBMC, Day 31, PID 12	GSM2738040	Public on Mar 19 2018	Aug 09 2017	Mar 19 2018	RNA	1	PBMC samples from subject 12 at Day 31	Homo sapiens	tissue: Peripheral Blood Mononuclear Cells (PBMC)	subject id: 12	sample day: D31	PBMC were thawed in RPMI medium, centrifuged and resuspended in RLT buffer (106 cells/350µl of lysis buffer - Qiagen).	total RNA	Total RNA was isolated by RNeasy™ Minikit (Qiagen) according to the manufacturer’s protocol. A DNAse treatment was applied on the RNeasy column to avoid genomic DNA contamination. RNA was quantified by Nanodrop DO.	biotin	Biotinylated cDNA were prepared according to NuGen Ovation RNA amplification system V2 (+ Ovation WB reagent) protocol from 50ng total RNA	9606	After fragmentation, 3.75 ug of cDNA were hybridized for 16 hr at 45C on GeneChip_ Human Genome U133 Plus 2.0 arrays following standard procedures.	Data acquisition was performed using GeneChip Operating Software (Affymetrix).	PBMC sample, 1 day after 2nd vaccination	The data were analyzed with R/Bioconductor using GCRMA as summarization/normalization method	GPL570	Laurane,,De Mot	laurane.demot@gmail.com	GSK Vaccines	Rue de l'Institut 89	Rixensart	1330	Belgium	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2738nnn/GSM2738040/suppl/GSM2738040_TB019_12_A_D31_29042013_HG-U133_Plus_2_.CEL.gz	54675	D31	12	Peripheral Blood Mononuclear Cells (PBMC)	GSE102459
PBMC, Day 44, PID 12	GSM2738041	Public on Mar 19 2018	Aug 09 2017	Mar 19 2018	RNA	1	PBMC samples from subject 12 at Day 44	Homo sapiens	tissue: Peripheral Blood Mononuclear Cells (PBMC)	subject id: 12	sample day: D44	PBMC were thawed in RPMI medium, centrifuged and resuspended in RLT buffer (106 cells/350µl of lysis buffer - Qiagen).	total RNA	Total RNA was isolated by RNeasy™ Minikit (Qiagen) according to the manufacturer’s protocol. A DNAse treatment was applied on the RNeasy column to avoid genomic DNA contamination. RNA was quantified by Nanodrop DO.	biotin	Biotinylated cDNA were prepared according to NuGen Ovation RNA amplification system V2 (+ Ovation WB reagent) protocol from 50ng total RNA	9606	After fragmentation, 3.75 ug of cDNA were hybridized for 16 hr at 45C on GeneChip_ Human Genome U133 Plus 2.0 arrays following standard procedures.	Data acquisition was performed using GeneChip Operating Software (Affymetrix).	PBMC sample, 14 days after 2nd vaccination	The data were analyzed with R/Bioconductor using GCRMA as summarization/normalization method	GPL570	Laurane,,De Mot	laurane.demot@gmail.com	GSK Vaccines	Rue de l'Institut 89	Rixensart	1330	Belgium	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2738nnn/GSM2738041/suppl/GSM2738041_TB019_12_A_D44_29042013_HG-U133_Plus_2_.CEL.gz	54675	D44	12	Peripheral Blood Mononuclear Cells (PBMC)	GSE102459
PBMC, Day 0, PID 8	GSM2738042	Public on Mar 19 2018	Aug 09 2017	Mar 19 2018	RNA	1	PBMC samples from subject 8 at Day 0	Homo sapiens	tissue: Peripheral Blood Mononuclear Cells (PBMC)	subject id: 8	sample day: D0	PBMC were thawed in RPMI medium, centrifuged and resuspended in RLT buffer (106 cells/350µl of lysis buffer - Qiagen).	total RNA	Total RNA was isolated by RNeasy™ Minikit (Qiagen) according to the manufacturer’s protocol. A DNAse treatment was applied on the RNeasy column to avoid genomic DNA contamination. RNA was quantified by Nanodrop DO.	biotin	Biotinylated cDNA were prepared according to NuGen Ovation RNA amplification system V2 (+ Ovation WB reagent) protocol from 50ng total RNA	9606	After fragmentation, 3.75 ug of cDNA were hybridized for 16 hr at 45C on GeneChip_ Human Genome U133 Plus 2.0 arrays following standard procedures.	Data acquisition was performed using GeneChip Operating Software (Affymetrix).	PBMC sample, Day of 1st vaccination, before vaccination	The data were analyzed with R/Bioconductor using GCRMA as summarization/normalization method	GPL570	Laurane,,De Mot	laurane.demot@gmail.com	GSK Vaccines	Rue de l'Institut 89	Rixensart	1330	Belgium	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2738nnn/GSM2738042/suppl/GSM2738042_TB019_8_A_D0_29042013_HG-U133_Plus_2_.CEL.gz	54675	D0	8	Peripheral Blood Mononuclear Cells (PBMC)	GSE102459
